id,x,y,z,nombre
1061,623,870,78,Caja V
1062,523,310,39,Caja W
1063,697,887,49,Caja X
1064,51,900,90,Caja Y
1065,420,557,7,Caja Z
1066,322,66,51,Caja A
1067,759,492,60,Caja B
1068,397,39,69,Caja C
1069,689,739,18,Caja D
1070,427,613,26,Caja E
1071,380,199,82,Caja F
1072,884,85,82,Caja G
1073,366,82,18,Caja H
1074,910,97,9,Caja I
1075,63,237,2,Caja J
1076,290,89,19,Caja K
1077,92,78,59,Caja L
1078,785,666,98,Caja M
1079,924,984,19,Caja N
1080,594,231,8,Caja O
1081,96,447,40,Caja P
1082,489,795,80,Caja Q
1083,938,751,75,Caja R
1084,797,265,1,Caja S
1085,437,690,36,Caja T
1086,813,931,1,Caja U
1087,41,83,81,Caja V
1088,129,856,75,Caja W
1089,462,836,78,Caja X
1090,191,356,15,Caja Y
1091,913,16,34,Caja Z
1092,288,818,26,Caja A
1093,508,860,11,Caja B
1094,566,332,53,Caja C
1095,42,90,35,Caja D
1096,173,811,93,Caja E
1097,319,169,18,Caja F
1098,215,451,55,Caja G
1099,86,757,19,Caja H
1100,551,74,30,Caja I
1101,261,607,95,Caja J
1102,310,11,46,Caja K
1103,323,990,31,Caja L
1104,809,835,30,Caja M
1105,610,380,94,Caja N
1106,482,8,94,Caja O
1107,410,249,97,Caja P
1108,764,711,65,Caja Q
1109,704,714,90,Caja R
1110,897,686,65,Caja S
1111,193,649,3,Caja T
1112,927,562,26,Caja U
1113,160,840,54,Caja V
1114,584,527,81,Caja W
1115,470,36,96,Caja X
1116,389,787,50,Caja Y
1117,690,375,4,Caja Z
1118,250,540,26,Caja A
1119,797,159,90,Caja B
1120,706,586,51,Caja C
1121,319,8,35,Caja D
1122,36,904,90,Caja E
1123,744,972,76,Caja F
1124,87,192,24,Caja G
1125,38,968,99,Caja H
1126,894,764,94,Caja I
1127,916,220,11,Caja J
1128,668,505,74,Caja K
1129,108,737,83,Caja L
1130,609,29,6,Caja M
1131,193,101,59,Caja N
1132,163,335,36,Caja O
1133,760,166,5,Caja P
1134,797,866,36,Caja Q
1135,254,769,63,Caja R
1136,572,186,93,Caja S
1137,761,691,76,Caja T
1138,632,455,79,Caja U
1139,179,879,63,Caja V
1140,111,628,3,Caja W
1141,92,450,15,Caja X
1142,739,640,87,Caja Y
1143,931,29,55,Caja Z
1144,346,237,91,Caja A
1145,218,685,40,Caja B
1146,136,898,48,Caja C
1147,997,451,94,Caja D
1148,501,809,74,Caja E
1149,729,508,100,Caja F
1150,853,784,11,Caja G
1151,372,653,13,Caja H
1152,364,312,80,Caja I
1153,173,144,64,Caja J
1154,901,839,83,Caja K
1155,26,208,55,Caja L
1156,226,934,66,Caja M
1157,148,34,67,Caja N
1158,887,980,28,Caja O
1159,286,879,90,Caja P
1160,242,693,8,Caja Q
1161,694,907,88,Caja R
1162,911,778,73,Caja S
1163,234,773,70,Caja T
1164,115,80,38,Caja U
1165,399,562,74,Caja V
1166,458,433,62,Caja W
1167,365,590,18,Caja X
1168,316,36,61,Caja Y
1169,836,890,60,Caja Z
1170,311,304,29,Caja A
1171,324,803,87,Caja B
1172,426,811,93,Caja C
1173,230,522,50,Caja D
1174,805,379,80,Caja E
1175,400,928,70,Caja F
1176,478,611,42,Caja G
1177,398,948,6,Caja H
1178,302,775,70,Caja I
1179,926,174,83,Caja J
1180,305,783,85,Caja K
1181,580,994,78,Caja L
1182,100,51,42,Caja M
1183,846,206,5,Caja N
1184,704,511,75,Caja O
1185,457,976,66,Caja P
1186,891,198,2,Caja Q
1187,927,527,10,Caja R
1188,927,760,82,Caja S
1189,729,675,45,Caja T
1190,221,384,96,Caja U
1191,30,980,88,Caja V
1192,546,43,57,Caja W
1193,837,249,47,Caja X
1194,457,857,50,Caja Y
1195,633,654,54,Caja Z
1196,354,692,49,Caja A
1197,896,279,64,Caja B
1198,320,890,38,Caja C
1199,865,878,14,Caja D
1200,75,428,48,Caja E
1201,222,91,61,Caja F
1202,575,303,25,Caja G
1203,679,164,43,Caja H
1204,230,633,43,Caja I
1205,95,394,97,Caja J
1206,327,171,91,Caja K
1207,295,287,33,Caja L
1208,972,400,39,Caja M
1209,790,178,62,Caja N
1210,616,162,8,Caja O
1211,499,430,23,Caja P
1212,261,352,2,Caja Q
1213,934,590,58,Caja R
1214,969,343,46,Caja S
1215,454,567,12,Caja T
1216,346,574,51,Caja U
1217,227,692,81,Caja V
1218,150,407,53,Caja W
1219,189,169,12,Caja X
1220,662,358,60,Caja Y
1221,663,399,78,Caja Z
1222,559,203,17,Caja A
1223,187,715,3,Caja B
1224,193,792,92,Caja C
1225,568,939,86,Caja D
1226,94,461,4,Caja E
1227,185,841,26,Caja F
1228,282,718,77,Caja G
1229,209,613,18,Caja H
1230,635,299,6,Caja I
1231,436,947,74,Caja J
1232,778,760,34,Caja K
1233,848,724,11,Caja L
1234,171,364,18,Caja M
1235,23,636,34,Caja N
1236,165,101,70,Caja O
1237,697,459,95,Caja P
1238,130,156,56,Caja Q
1239,528,556,67,Caja R
1240,731,832,5,Caja S
1241,301,572,31,Caja T
1242,257,738,3,Caja U
1243,75,781,27,Caja V
1244,527,451,10,Caja W
1245,777,264,54,Caja X
1246,110,228,5,Caja Y
1247,80,186,92,Caja Z
1248,594,407,12,Caja A
1249,302,139,78,Caja B
1250,493,512,67,Caja C
1251,134,216,40,Caja D
1252,332,410,13,Caja E
1253,877,78,26,Caja F
1254,811,978,63,Caja G
1255,389,10,46,Caja H
1256,496,850,35,Caja I
1257,203,230,8,Caja J
1258,419,776,89,Caja K
1259,533,493,79,Caja L
1260,648,755,100,Caja M
1261,945,987,24,Caja N
1262,25,377,13,Caja O
1263,305,80,52,Caja P
1264,440,81,95,Caja Q
1265,80,263,50,Caja R
1266,302,561,5,Caja S
1267,911,580,10,Caja T
1268,516,487,3,Caja U
1269,622,964,58,Caja V
1270,310,934,7,Caja W
1271,792,977,75,Caja X
1272,634,569,32,Caja Y
1273,295,817,25,Caja Z
1274,345,888,29,Caja A
1275,254,13,74,Caja B
1276,222,476,29,Caja C
1277,486,939,55,Caja D
1278,184,72,29,Caja E
1279,531,793,36,Caja F
1280,302,501,79,Caja G
1281,537,801,62,Caja H
1282,424,434,1,Caja I
1283,686,546,52,Caja J
1284,363,611,59,Caja K
1285,353,485,1,Caja L
1286,232,231,50,Caja M
1287,427,733,60,Caja N
1288,257,821,88,Caja O
1289,23,28,70,Caja P
1290,292,148,89,Caja Q
1291,646,911,83,Caja R
1292,330,728,11,Caja S
1293,458,507,97,Caja T
1294,765,515,6,Caja U
1295,157,948,85,Caja V
1296,312,505,39,Caja W
1297,183,846,62,Caja X
1298,80,213,55,Caja Y
1299,716,854,77,Caja Z
1300,147,158,5,Caja A
1301,52,202,53,Caja B
1302,88,207,63,Caja C
1303,834,383,26,Caja D
1304,332,136,54,Caja E
1305,317,136,35,Caja F
1306,864,824,78,Caja G
1307,872,554,37,Caja H
1308,684,518,26,Caja I
1309,760,970,6,Caja J
1310,247,590,26,Caja K
1311,28,468,88,Caja L
1312,889,349,51,Caja M
1313,973,501,54,Caja N
1314,487,129,68,Caja O
1315,542,64,21,Caja P
1316,388,299,96,Caja Q
1317,373,86,25,Caja R
1318,607,413,22,Caja S
1319,48,369,53,Caja T
1320,304,706,16,Caja U
1321,876,27,63,Caja V
1322,663,648,26,Caja W
1323,276,753,94,Caja X
1324,396,418,15,Caja Y
1325,211,410,23,Caja Z
1326,480,13,18,Caja A
1327,568,862,82,Caja B
1328,120,699,22,Caja C
1329,104,913,91,Caja D
1330,245,858,65,Caja E
1331,891,95,89,Caja F
1332,619,520,51,Caja G
1333,946,482,20,Caja H
1334,195,533,30,Caja I
1335,394,93,46,Caja J
1336,207,316,5,Caja K
1337,667,114,1,Caja L
1338,235,770,10,Caja M
1339,269,497,47,Caja N
1340,97,439,78,Caja O
1341,311,647,17,Caja P
1342,481,354,31,Caja Q
1343,858,628,30,Caja R
1344,185,672,58,Caja S
1345,847,586,54,Caja T
1346,932,557,41,Caja U
1347,885,478,11,Caja V
1348,175,122,32,Caja W
1349,432,127,42,Caja X
1350,438,155,29,Caja Y
1351,111,263,78,Caja Z
1352,841,990,34,Caja A
1353,69,941,37,Caja B
1354,688,741,25,Caja C
1355,682,210,83,Caja D
1356,825,963,95,Caja E
1357,229,869,63,Caja F
1358,250,737,47,Caja G
1359,664,717,97,Caja H
1360,879,625,78,Caja I
1361,581,307,40,Caja J
1362,455,418,15,Caja K
1363,457,530,86,Caja L
1364,962,349,50,Caja M
1365,91,207,42,Caja N
1366,957,780,78,Caja O
1367,742,448,95,Caja P
1368,336,655,61,Caja Q
1369,156,116,20,Caja R
1370,427,108,35,Caja S
1371,632,605,73,Caja T
1372,647,972,83,Caja U
1373,20,306,48,Caja V
1374,421,585,76,Caja W
1375,172,560,80,Caja X
1376,28,283,30,Caja Y
1377,458,771,14,Caja Z
1378,334,692,99,Caja A
1379,741,623,38,Caja B
1380,552,621,60,Caja C
1381,936,134,39,Caja D
1382,469,280,64,Caja E
1383,384,371,100,Caja F
1384,9,907,27,Caja G
1385,682,407,31,Caja H
1386,354,407,29,Caja I
1387,749,830,15,Caja J
1388,754,207,4,Caja K
1389,20,393,11,Caja L
1390,658,909,97,Caja M
1391,917,669,11,Caja N
1392,216,301,34,Caja O
1393,345,754,54,Caja P
1394,325,14,62,Caja Q
1395,107,722,82,Caja R
1396,787,662,13,Caja S
1397,351,39,23,Caja T
1398,74,546,69,Caja U
1399,740,259,8,Caja V
1400,58,390,79,Caja W
1401,831,916,49,Caja X
1402,211,666,57,Caja Y
1403,131,417,42,Caja Z
1404,257,791,63,Caja A
1405,440,711,23,Caja B
1406,74,356,22,Caja C
1407,850,206,86,Caja D
1408,75,853,21,Caja E
1409,285,244,98,Caja F
1410,75,780,72,Caja G
1411,601,107,69,Caja H
1412,579,127,61,Caja I
1413,266,723,41,Caja J
1414,690,537,77,Caja K
1415,356,504,18,Caja L
1416,382,354,43,Caja M
1417,954,280,96,Caja N
1418,984,4,11,Caja O
1419,808,211,24,Caja P
1420,153,214,99,Caja Q
1421,267,296,25,Caja R
1422,441,610,61,Caja S
1423,356,170,77,Caja T
1424,40,468,57,Caja U
1425,304,230,25,Caja V
1426,13,60,7,Caja W
1427,178,456,85,Caja X
1428,440,72,85,Caja Y
1429,133,795,37,Caja Z
1430,850,714,80,Caja A
1431,656,708,72,Caja B
1432,996,438,72,Caja C
1433,834,344,34,Caja D
1434,58,957,83,Caja E
1435,307,285,78,Caja F
1436,323,331,53,Caja G
1437,278,701,74,Caja H
1438,420,178,52,Caja I
1439,952,451,67,Caja J
1440,782,530,14,Caja K
1441,556,593,46,Caja L
1442,625,450,62,Caja M
1443,41,425,70,Caja N
1444,42,803,72,Caja O
1445,705,636,28,Caja P
1446,377,571,91,Caja Q
1447,947,573,91,Caja R
1448,656,50,88,Caja S
1449,900,274,56,Caja T
1450,673,195,51,Caja U
1451,476,805,2,Caja V
1452,510,723,84,Caja W
1453,908,170,49,Caja X
1454,748,260,45,Caja Y
1455,727,14,42,Caja Z
1456,298,168,35,Caja A
1457,91,773,57,Caja B
1458,357,467,88,Caja C
1459,891,843,6,Caja D
1460,743,568,45,Caja E
1461,732,955,13,Caja F
1462,315,875,71,Caja G
1463,457,754,76,Caja H
1464,684,345,45,Caja I
1465,672,129,74,Caja J
1466,42,783,16,Caja K
1467,961,290,28,Caja L
1468,345,818,5,Caja M
1469,191,800,84,Caja N
1470,797,639,36,Caja O
1471,314,793,91,Caja P
1472,782,965,27,Caja Q
1473,422,345,62,Caja R
1474,185,895,76,Caja S
1475,491,367,98,Caja T
1476,379,167,28,Caja U
1477,361,583,4,Caja V
1478,730,841,54,Caja W
1479,467,323,24,Caja X
1480,276,975,93,Caja Y
1481,510,863,80,Caja Z
1482,114,509,75,Caja A
1483,555,334,17,Caja B
1484,769,181,57,Caja C
1485,778,341,12,Caja D
1486,751,248,77,Caja E
1487,284,909,71,Caja F
1488,917,120,13,Caja G
1489,121,894,87,Caja H
1490,659,956,8,Caja I
1491,683,64,5,Caja J
1492,908,945,48,Caja K
1493,319,826,3,Caja L
1494,320,370,45,Caja M
1495,36,522,19,Caja N
1496,228,811,88,Caja O
1497,272,258,71,Caja P
1498,160,912,64,Caja Q
1499,856,213,23,Caja R
1500,80,189,67,Caja S
1501,705,94,28,Caja T
1502,70,566,8,Caja U
1503,984,453,39,Caja V
1504,957,778,44,Caja W
1505,134,648,77,Caja X
1506,472,874,25,Caja Y
1507,312,248,43,Caja Z
1508,685,652,30,Caja A
1509,275,375,7,Caja B
1510,195,211,92,Caja C
1511,610,314,87,Caja D
1512,696,759,75,Caja E
1513,422,368,53,Caja F
1514,462,786,10,Caja G
1515,82,397,83,Caja H
1516,670,97,95,Caja I
1517,580,97,62,Caja J
1518,157,32,85,Caja K
1519,658,235,16,Caja L
1520,572,907,69,Caja M
1521,422,381,86,Caja N
1522,246,835,25,Caja O
1523,411,118,60,Caja P
1524,8,155,65,Caja Q
1525,991,247,78,Caja R
1526,298,145,34,Caja S
1527,400,177,51,Caja T
1528,259,211,98,Caja U
1529,181,902,68,Caja V
1530,758,264,7,Caja W
1531,670,860,95,Caja X
1532,317,905,81,Caja Y
1533,410,817,31,Caja Z
1534,833,850,32,Caja A
1535,323,406,28,Caja B
1536,628,456,18,Caja C
1537,796,173,28,Caja D
1538,909,309,78,Caja E
1539,552,972,48,Caja F
1540,698,667,49,Caja G
1541,241,595,26,Caja H
1542,167,797,76,Caja I
1543,14,401,7,Caja J
1544,561,197,3,Caja K
1545,451,106,83,Caja L
1546,168,513,37,Caja M
1547,885,692,32,Caja N
1548,896,401,80,Caja O
1549,259,222,15,Caja P
1550,575,10,29,Caja Q
1551,396,536,9,Caja R
1552,653,224,25,Caja S
1553,82,811,58,Caja T
1554,79,470,21,Caja U
1555,735,103,12,Caja V
1556,957,947,77,Caja W
1557,964,236,94,Caja X
1558,998,219,58,Caja Y
1559,438,904,35,Caja Z
1560,861,689,13,Caja A
1561,229,155,83,Caja B
1562,294,907,45,Caja C
1563,567,667,74,Caja D
1564,383,790,93,Caja E
1565,169,235,59,Caja F
1566,942,513,48,Caja G
1567,681,917,38,Caja H
1568,105,346,50,Caja I
1569,441,874,25,Caja J
1570,484,705,75,Caja K
1571,324,341,50,Caja L
1572,727,733,53,Caja M
1573,415,472,53,Caja N
1574,507,697,6,Caja O
1575,575,703,73,Caja P
1576,812,753,33,Caja Q
1577,24,909,56,Caja R
1578,473,824,12,Caja S
1579,447,227,74,Caja T
1580,26,21,30,Caja U
1581,379,47,61,Caja V
1582,72,492,43,Caja W
1583,184,471,64,Caja X
1584,987,367,78,Caja Y
1585,96,400,56,Caja Z
1586,117,430,86,Caja A
1587,878,481,82,Caja B
1588,792,208,42,Caja C
1589,846,445,49,Caja D
1590,456,990,65,Caja E
1591,371,786,40,Caja F
1592,460,953,20,Caja G
1593,960,639,52,Caja H
1594,850,831,47,Caja I
1595,336,387,23,Caja J
1596,18,120,43,Caja K
1597,744,206,90,Caja L
1598,721,993,76,Caja M
1599,450,93,37,Caja N
1600,841,101,24,Caja O
1601,569,423,71,Caja P
1602,65,293,6,Caja Q
1603,846,82,80,Caja R
1604,730,757,81,Caja S
1605,17,627,9,Caja T
1606,198,964,14,Caja U
1607,464,307,2,Caja V
1608,381,824,37,Caja W
1609,584,351,88,Caja X
1610,20,515,88,Caja Y
1611,359,772,62,Caja Z
1612,274,795,15,Caja A
1613,554,486,22,Caja B
1614,662,864,37,Caja C
1615,952,996,8,Caja D
1616,631,180,68,Caja E
1617,397,487,7,Caja F
1618,296,757,25,Caja G
1619,110,155,65,Caja H
1620,302,485,16,Caja I
1621,56,20,28,Caja J
1622,702,588,57,Caja K
1623,470,676,79,Caja L
1624,716,6,46,Caja M
1625,138,984,19,Caja N
1626,737,269,71,Caja O
1627,273,2,92,Caja P
1628,712,106,55,Caja Q
1629,974,537,33,Caja R
1630,401,363,12,Caja S
1631,866,773,22,Caja T
1632,840,304,78,Caja U
1633,4,369,96,Caja V
1634,488,436,33,Caja W
1635,166,57,60,Caja X
1636,879,928,37,Caja Y
1637,995,494,56,Caja Z
1638,401,869,24,Caja A
1639,607,815,56,Caja B
1640,766,988,39,Caja C
1641,329,701,1,Caja D
1642,457,714,51,Caja E
1643,641,875,94,Caja F
1644,457,461,45,Caja G
1645,372,1000,8,Caja H
1646,105,15,23,Caja I
1647,312,708,25,Caja J
1648,939,595,42,Caja K
1649,95,895,66,Caja L
1650,857,360,17,Caja M
1651,317,225,83,Caja N
1652,699,663,70,Caja O
1653,680,287,46,Caja P
1654,1000,411,39,Caja Q
1655,649,626,62,Caja R
1656,954,493,86,Caja S
1657,970,233,45,Caja T
1658,876,466,79,Caja U
1659,409,402,69,Caja V
1660,938,751,69,Caja W
1661,643,264,34,Caja X
1662,118,413,54,Caja Y
1663,149,717,73,Caja Z
1664,539,683,58,Caja A
1665,371,647,39,Caja B
1666,314,197,59,Caja C
1667,916,753,84,Caja D
1668,514,942,83,Caja E
1669,827,951,37,Caja F
1670,525,723,55,Caja G
1671,872,106,29,Caja H
1672,493,387,66,Caja I
1673,211,33,66,Caja J
1674,4,582,41,Caja K
1675,994,294,97,Caja L
1676,973,369,85,Caja M
1677,852,166,2,Caja N
1678,551,137,80,Caja O
1679,944,744,62,Caja P
1680,173,600,72,Caja Q
1681,270,703,70,Caja R
1682,29,113,93,Caja S
1683,561,136,76,Caja T
1684,586,300,67,Caja U
1685,869,679,88,Caja V
1686,955,927,66,Caja W
1687,102,965,79,Caja X
1688,113,92,27,Caja Y
1689,103,389,31,Caja Z
1690,240,133,49,Caja A
1691,910,758,1,Caja B
1692,8,382,31,Caja C
1693,878,409,69,Caja D
1694,520,839,58,Caja E
1695,358,521,94,Caja F
1696,209,216,75,Caja G
1697,161,493,80,Caja H
1698,776,637,40,Caja I
1699,635,955,89,Caja J
1700,53,589,35,Caja K
1701,415,387,55,Caja L
1702,445,949,49,Caja M
1703,765,997,52,Caja N
1704,986,235,23,Caja O
1705,35,71,60,Caja P
1706,746,176,43,Caja Q
1707,359,407,94,Caja R
1708,819,144,60,Caja S
1709,301,792,12,Caja T
1710,621,362,11,Caja U
1711,999,749,86,Caja V
1712,614,601,8,Caja W
1713,806,564,40,Caja X
1714,349,405,35,Caja Y
1715,277,883,39,Caja Z
1716,563,176,2,Caja A
1717,730,480,20,Caja B
1718,210,326,10,Caja C
1719,397,400,62,Caja D
1720,186,143,5,Caja E
1721,220,248,86,Caja F
1722,820,116,90,Caja G
1723,188,132,98,Caja H
1724,184,180,29,Caja I
1725,676,397,17,Caja J
1726,867,793,68,Caja K
1727,414,313,12,Caja L
1728,63,313,12,Caja M
1729,272,3,55,Caja N
1730,339,607,30,Caja O
1731,582,19,23,Caja P
1732,63,865,2,Caja Q
1733,450,588,90,Caja R
1734,888,379,83,Caja S
1735,725,862,98,Caja T
1736,866,727,55,Caja U
1737,573,876,12,Caja V
1738,115,943,20,Caja W
1739,319,70,71,Caja X
1740,359,469,76,Caja Y
1741,107,352,9,Caja Z
1742,388,615,37,Caja A
1743,202,568,21,Caja B
1744,77,606,92,Caja C
1745,844,296,67,Caja D
1746,856,561,19,Caja E
1747,82,780,47,Caja F
1748,87,128,44,Caja G
1749,572,659,85,Caja H
1750,440,754,48,Caja I
1751,977,699,35,Caja J
1752,444,683,89,Caja K
1753,783,859,93,Caja L
1754,575,820,62,Caja M
1755,914,399,35,Caja N
1756,240,989,59,Caja O
1757,798,326,84,Caja P
1758,981,516,49,Caja Q
1759,142,962,44,Caja R
1760,694,75,8,Caja S
1761,264,770,64,Caja T
1762,598,427,83,Caja U
1763,860,424,74,Caja V
1764,346,95,64,Caja W
1765,208,402,86,Caja X
1766,510,645,14,Caja Y
1767,5,902,46,Caja Z
1768,434,7,78,Caja A
1769,658,3,27,Caja B
1770,936,420,48,Caja C
1771,889,802,5,Caja D
1772,563,140,52,Caja E
1773,570,546,98,Caja F
1774,332,918,64,Caja G
1775,168,812,15,Caja H
1776,419,724,55,Caja I
1777,623,499,57,Caja J
1778,118,82,64,Caja K
1779,996,570,40,Caja L
1780,56,454,24,Caja M
1781,11,986,48,Caja N
1782,533,960,40,Caja O
1783,293,455,20,Caja P
1784,42,873,12,Caja Q
1785,511,236,14,Caja R
1786,510,158,40,Caja S
1787,563,973,100,Caja T
1788,734,566,1,Caja U
1789,812,61,57,Caja V
1790,87,759,50,Caja W
1791,385,857,92,Caja X
1792,171,254,55,Caja Y
1793,550,561,16,Caja Z
1794,984,660,85,Caja A
1795,473,266,20,Caja B
1796,739,327,23,Caja C
1797,633,389,16,Caja D
1798,357,712,45,Caja E
1799,315,192,7,Caja F
1800,564,463,56,Caja G
1801,562,778,95,Caja H
1802,553,283,66,Caja I
1803,542,416,15,Caja J
1804,503,593,61,Caja K
1805,85,854,92,Caja L
1806,537,570,28,Caja M
1807,876,945,12,Caja N
1808,818,658,95,Caja O
1809,792,467,59,Caja P
1810,457,865,54,Caja Q
1811,629,899,2,Caja R
1812,907,539,89,Caja S
1813,479,613,24,Caja T
1814,65,899,96,Caja U
1815,659,332,59,Caja V
1816,855,894,48,Caja W
1817,259,629,63,Caja X
1818,959,324,57,Caja Y
1819,93,649,78,Caja Z
1820,882,902,6,Caja A
1821,14,842,61,Caja B
1822,415,774,6,Caja C
1823,486,253,35,Caja D
1824,723,805,40,Caja E
1825,240,430,62,Caja F
1826,863,750,9,Caja G
1827,968,59,84,Caja H
1828,406,427,43,Caja I
1829,725,902,26,Caja J
1830,394,393,95,Caja K
1831,715,661,61,Caja L
1832,109,760,23,Caja M
1833,606,987,92,Caja N
1834,845,421,28,Caja O
1835,499,377,26,Caja P
1836,157,282,70,Caja Q
1837,35,519,99,Caja R
1838,326,409,55,Caja S
1839,715,651,51,Caja T
1840,39,805,37,Caja U
1841,354,112,71,Caja V
1842,208,288,36,Caja W
1843,768,244,83,Caja X
1844,705,914,44,Caja Y
1845,680,508,22,Caja Z
1846,216,555,53,Caja A
1847,165,395,60,Caja B
1848,1000,650,3,Caja C
1849,969,174,98,Caja D
1850,681,34,97,Caja E
1851,65,192,55,Caja F
1852,339,316,28,Caja G
1853,751,30,67,Caja H
1854,187,669,58,Caja I
1855,174,567,68,Caja J
1856,85,764,80,Caja K
1857,695,834,79,Caja L
1858,473,130,3,Caja M
1859,815,822,62,Caja N
1860,92,106,27,Caja O
1861,713,331,85,Caja P
1862,263,48,1,Caja Q
1863,674,692,48,Caja R
1864,703,323,89,Caja S
1865,384,989,99,Caja T
1866,270,359,63,Caja U
1867,500,831,27,Caja V
1868,83,160,61,Caja W
1869,434,448,78,Caja X
1870,443,668,69,Caja Y
1871,54,907,5,Caja Z
1872,658,235,22,Caja A
1873,476,986,21,Caja B
1874,193,793,1,Caja C
1875,488,597,77,Caja D
1876,256,931,91,Caja E
1877,72,688,41,Caja F
1878,832,641,20,Caja G
1879,176,320,96,Caja H
1880,860,197,16,Caja I
1881,969,990,32,Caja J
1882,527,992,91,Caja K
1883,89,841,92,Caja L
1884,985,179,8,Caja M
1885,799,525,8,Caja N
1886,497,435,87,Caja O
1887,518,184,33,Caja P
1888,620,918,59,Caja Q
1889,467,367,55,Caja R
1890,117,715,2,Caja S
1891,744,530,15,Caja T
1892,646,405,98,Caja U
1893,416,146,70,Caja V
1894,187,6,49,Caja W
1895,392,944,79,Caja X
1896,675,189,31,Caja Y
1897,44,208,54,Caja Z
1898,887,719,69,Caja A
1899,18,618,29,Caja B
1900,650,266,94,Caja C
1901,107,580,87,Caja D
1902,213,215,54,Caja E
1903,371,26,46,Caja F
1904,42,489,11,Caja G
1905,486,623,73,Caja H
1906,996,986,27,Caja I
1907,469,481,32,Caja J
1908,486,822,63,Caja K
1909,646,484,79,Caja L
1910,765,665,18,Caja M
1911,414,245,37,Caja N
1912,404,437,3,Caja O
1913,96,468,2,Caja P
1914,654,542,64,Caja Q
1915,597,671,68,Caja R
1916,581,203,40,Caja S
1917,632,62,24,Caja T
1918,608,672,55,Caja U
1919,14,51,45,Caja V
1920,809,461,54,Caja W
1921,325,523,80,Caja X
1922,8,207,47,Caja Y
1923,839,993,87,Caja Z
1924,721,941,41,Caja A
1925,424,268,46,Caja B
1926,820,234,58,Caja C
1927,786,424,56,Caja D
1928,179,14,54,Caja E
1929,113,370,42,Caja F
1930,949,890,83,Caja G
1931,358,654,33,Caja H
1932,776,377,81,Caja I
1933,885,27,66,Caja J
1934,114,491,51,Caja K
1935,512,836,53,Caja L
1936,650,32,10,Caja M
1937,634,713,49,Caja N
1938,534,17,80,Caja O
1939,442,557,52,Caja P
1940,322,258,73,Caja Q
1941,46,194,64,Caja R
1942,216,251,51,Caja S
1943,739,809,25,Caja T
1944,394,81,95,Caja U
1945,72,647,25,Caja V
1946,752,203,16,Caja W
1947,371,631,79,Caja X
1948,177,278,58,Caja Y
1949,6,779,78,Caja Z
1950,50,958,15,Caja A
1951,382,270,80,Caja B
1952,688,160,15,Caja C
1953,357,456,26,Caja D
1954,484,513,23,Caja E
1955,891,465,20,Caja F
1956,414,628,54,Caja G
1957,566,393,17,Caja H
1958,108,968,18,Caja I
1959,905,129,24,Caja J
1960,213,890,87,Caja K
1961,884,357,58,Caja L
1962,855,741,55,Caja M
1963,69,564,69,Caja N
1964,271,714,64,Caja O
1965,769,428,39,Caja P
1966,246,387,22,Caja Q
1967,599,315,15,Caja R
1968,822,174,1,Caja S
1969,719,324,6,Caja T
1970,314,344,79,Caja U
1971,847,880,35,Caja V
1972,143,439,65,Caja W
1973,543,364,4,Caja X
1974,221,495,39,Caja Y
1975,12,448,77,Caja Z
1976,146,579,14,Caja A
1977,863,137,95,Caja B
1978,189,84,42,Caja C
1979,886,285,20,Caja D
1980,957,892,15,Caja E
1981,942,259,44,Caja F
1982,696,909,33,Caja G
1983,169,197,97,Caja H
1984,917,420,29,Caja I
1985,511,918,45,Caja J
1986,549,646,98,Caja K
1987,861,576,82,Caja L
1988,775,81,35,Caja M
1989,536,768,34,Caja N
1990,418,381,63,Caja O
1991,690,576,43,Caja P
1992,190,499,5,Caja Q
1993,454,760,29,Caja R
1994,411,411,57,Caja S
1995,871,754,3,Caja T
1996,530,892,33,Caja U
1997,357,689,95,Caja V
1998,688,468,89,Caja W
1999,135,433,58,Caja X
2000,999,466,4,Caja Y
2001,708,307,99,Caja Z
2002,990,834,18,Caja A
2003,161,259,79,Caja B
2004,610,936,80,Caja C
2005,240,931,68,Caja D
2006,344,534,10,Caja E
2007,35,825,100,Caja F
2008,907,333,8,Caja G
2009,799,164,41,Caja H
2010,278,352,3,Caja I
2011,643,873,97,Caja J
2012,40,317,88,Caja K
2013,834,262,46,Caja L
2014,650,802,41,Caja M
2015,760,871,6,Caja N
2016,89,383,78,Caja O
2017,64,367,75,Caja P
2018,513,917,69,Caja Q
2019,390,315,17,Caja R
2020,971,156,57,Caja S
2021,843,431,84,Caja T
2022,498,450,67,Caja U
2023,808,207,94,Caja V
2024,195,884,42,Caja W
2025,672,534,12,Caja X
2026,816,168,65,Caja Y
2027,493,363,66,Caja Z
2028,585,484,40,Caja A
2029,688,355,49,Caja B
2030,542,656,74,Caja C
2031,988,381,100,Caja D
